concessionaria;ano_do_pnv_snv;rodovia_uf;tipo_pista;sentido;tipo_pavimento;km_m_inicial;latitude_inicial;longitude_inicial;km_m_final;latitude_final;longitude_final
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;14,001;-22,560252;-44,830281;15,000;-22,558776;-44,839099
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;15,001;-22,558776;-44,839099;16,000;-22,557467;-44,848662
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;16,001;-22,557467;-44,848662;17,000;-22,558909;-44,857458
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;17,001;-22,558909;-44,857458;18,000;-22,564049;-44,865391
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;18,001;-22,564049;-44,865391;19,000;-22,572801;-44,865115
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;19,001;-22,572801;-44,865115;20,000;-22,576711;-44,873713
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;20,001;-22,576711;-44,873713;21,000;-22,583804;-44,877914
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;21,001;-22,583804;-44,877914;22,000;-22,589238;-44,884984
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;22,001;-22,589238;-44,884984;23,000;-22,597867;-44,887733
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;23,001;-22,597867;-44,887733;24,000;-22,604639;-44,893750
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;24,001;-22,604639;-44,893750;25,000;-22,612001;-44,898648
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;25,001;-22,612001;-44,898648;26,000;-22,618252;-44,905935
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;26,001;-22,618252;-44,905935;27,000;-22,624295;-44,912080
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;27,001;-22,624295;-44,912080;28,000;-22,627342;-44,921253
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;28,001;-22,627342;-44,921253;29,000;-22,632442;-44,929108
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;29,001;-22,632442;-44,929108;30,000;-22,637463;-44,936884
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;30,001;-22,637463;-44,936884;31,000;-22,640849;-44,945381
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;31,001;-22,640849;-44,945381;32,000;-22,646935;-44,952552
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;32,001;-22,646935;-44,952552;33,000;-22,653250;-44,958547
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;33,001;-22,653250;-44,958547;34,000;-22,658577;-44,966163
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;34,001;-22,658577;-44,966163;35,000;-22,660784;-44,975435
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;35,001;-22,660784;-44,975435;36,000;-22,664639;-44,984054
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;36,001;-22,664639;-44,984054;37,000;-22,670082;-44,991548
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;37,001;-22,670082;-44,991548;38,000;-22,675199;-44,999271
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;38,001;-22,675199;-44,999271;39,000;-22,680679;-45,006952
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;39,001;-22,680679;-45,006952;40,000;-22,686175;-45,014656
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;40,001;-22,686175;-45,014656;41,000;-22,691670;-45,022360
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;41,001;-22,691670;-45,022360;42,000;-22,697191;-45,030105
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;42,001;-22,697191;-45,030105;43,000;-22,702706;-45,037819
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;43,001;-22,702706;-45,037819;44,000;-22,708196;-45,045495
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;44,001;-22,708196;-45,045495;45,000;-22,713706;-45,053229
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;45,001;-22,713706;-45,053229;46,000;-22,719202;-45,060925
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;46,001;-22,719202;-45,060925;47,000;-22,724717;-45,068653
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;47,001;-22,724717;-45,068653;48,000;-22,730221;-45,076366
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;48,001;-22,730221;-45,076366;49,000;-22,735732;-45,084075
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;49,001;-22,735732;-45,084075;50,000;-22,741204;-45,091719
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;50,001;-22,741204;-45,091719;51,000;-22,746708;-45,099422
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;51,001;-22,746708;-45,099422;52,000;-22,752246;-45,107172
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;52,001;-22,752246;-45,107172;53,000;-22,757742;-45,114845
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;53,001;-22,757742;-45,114845;54,000;-22,763365;-45,122672
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;54,001;-22,763365;-45,122672;55,000;-22,768570;-45,129925
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;55,001;-22,768570;-45,129925;56,000;-22,774896;-45,138731
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;56,001;-22,774896;-45,138731;57,000;-22,779706;-45,145416
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;57,001;-22,779706;-45,145416;58,000;-22,785144;-45,152980
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;58,001;-22,785144;-45,152980;59,000;-22,790960;-45,161078
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;59,001;-22,790960;-45,161078;60,000;-22,797248;-45,167381
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;60,001;-22,797248;-45,167381;61,000;-22,804969;-45,172219
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;61,001;-22,804969;-45,172219;62,000;-22,812745;-45,178143
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;62,001;-22,812745;-45,178143;63,000;-22,819526;-45,184928
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;63,001;-22,819526;-45,184928;64,000;-22,823145;-45,192639
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;64,001;-22,823145;-45,192639;65,000;-22,822490;-45,201993
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;65,001;-22,822490;-45,201993;66,000;-22,828287;-45,208534
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;66,001;-22,828287;-45,208534;67,000;-22,833404;-45,217270
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;67,001;-22,833404;-45,217270;68,000;-22,839733;-45,223731
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;68,001;-22,839733;-45,223731;69,000;-22,847466;-45,227288
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;69,001;-22,847466;-45,227288;70,000;-22,855944;-45,230937
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;70,001;-22,855944;-45,230937;71,000;-22,862863;-45,237159
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;71,001;-22,862863;-45,237159;72,000;-22,869168;-45,243981
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;72,001;-22,869168;-45,243981;73,000;-22,873150;-45,252368
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;73,001;-22,873150;-45,252368;74,000;-22,874929;-45,261923
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;74,001;-22,874929;-45,261923;75,000;-22,876888;-45,271362
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;75,001;-22,876888;-45,271362;76,000;-22,882663;-45,278843
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;76,001;-22,882663;-45,278843;77,000;-22,888347;-45,286399
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;77,001;-22,888347;-45,286399;78,000;-22,893798;-45,294302
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;78,001;-22,893798;-45,294302;79,000;-22,898906;-45,301703
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;79,001;-22,898906;-45,301703;80,000;-22,904941;-45,310788
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;80,001;-22,904941;-45,310788;81,000;-22,909015;-45,318801
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;81,001;-22,909015;-45,318801;82,000;-22,913159;-45,327030
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;82,001;-22,913159;-45,327030;83,000;-22,917457;-45,335569
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;83,001;-22,917457;-45,335569;84,000;-22,921775;-45,344140
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;84,001;-22,921775;-45,344140;85,000;-22,925783;-45,352105
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;85,001;-22,925783;-45,352105;86,000;-22,930404;-45,361276
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Rígido;86,001;-22,930404;-45,361276;87,000;-22,934325;-45,369072
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Rígido;87,001;-22,934325;-45,369072;88,000;-22,938711;-45,377793
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;88,001;-22,938711;-45,377793;89,000;-22,943023;-45,386369
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;89,001;-22,943023;-45,386369;90,000;-22,947753;-45,395776
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;90,001;-22,947753;-45,395776;91,000;-22,951634;-45,403496
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;91,001;-22,951634;-45,403496;92,000;-22,955963;-45,412107
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;92,001;-22,955963;-45,412107;93,000;-22,960162;-45,420472
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;93,001;-22,960162;-45,420472;94,000;-22,964553;-45,429214
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;94,001;-22,964553;-45,429214;95,000;-22,968857;-45,437783
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;95,001;-22,968857;-45,437783;96,000;-22,973158;-45,446344
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;96,001;-22,973158;-45,446344;97,000;-22,977470;-45,454933
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;97,001;-22,977470;-45,454933;98,000;-22,981774;-45,463502
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;98,001;-22,981774;-45,463502;99,000;-22,986070;-45,472055
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;99,001;-22,986070;-45,472055;100,000;-22,990178;-45,480233
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;100,001;-22,990178;-45,480233;101,000;-22,994739;-45,489314
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;101,001;-22,994739;-45,489314;102,000;-22,999039;-45,497885
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;102,001;-22,999039;-45,497885;103,000;-23,003388;-45,506549
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;103,001;-23,003388;-45,506549;104,000;-23,007646;-45,515049
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;104,001;-23,007646;-45,515049;105,000;-23,012667;-45,522981
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;105,001;-23,012667;-45,522981;106,000;-23,018291;-45,530821
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;106,001;-23,018291;-45,530821;107,000;-23,023810;-45,538515
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;107,001;-23,023810;-45,538515;108,000;-23,029284;-45,546149
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;108,001;-23,029284;-45,546149;109,000;-23,034897;-45,553969
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;109,001;-23,034897;-45,553969;110,000;-23,039314;-45,562535
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;110,001;-23,039314;-45,562535;111,000;-23,041774;-45,571906
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;111,001;-23,041774;-45,571906;112,000;-23,044152;-45,581237
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;112,001;-23,044152;-45,581237;113,000;-23,046550;-45,590642
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;113,001;-23,046550;-45,590642;114,000;-23,049503;-45,599849
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;114,001;-23,049503;-45,599849;115,000;-23,053499;-45,608564
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;115,001;-23,053499;-45,608564;116,000;-23,057811;-45,617203
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;116,001;-23,057811;-45,617203;117,000;-23,062091;-45,625794
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;117,001;-23,062091;-45,625794;118,000;-23,066538;-45,634731
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;118,001;-23,066538;-45,634731;119,000;-23,070620;-45,642928
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;119,001;-23,070620;-45,642928;120,000;-23,074922;-45,651397
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;120,001;-23,074922;-45,651397;121,000;-23,080506;-45,659711
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;121,001;-23,080506;-45,659711;122,000;-23,085755;-45,667335
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;122,001;-23,085755;-45,667335;123,000;-23,091089;-45,675136
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;123,001;-23,091089;-45,675136;124,000;-23,096535;-45,683078
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;124,001;-23,096535;-45,683078;125,000;-23,101774;-45,690714
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;125,001;-23,101774;-45,690714;126,000;-23,107145;-45,698547
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;126,001;-23,107145;-45,698547;127,000;-23,112166;-45,706687
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;127,001;-23,112166;-45,706687;128,000;-23,116513;-45,715165
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;128,001;-23,116513;-45,715165;129,000;-23,120863;-45,723718
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;129,001;-23,120863;-45,723718;130,000;-23,125233;-45,732328
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;130,001;-23,125233;-45,732328;131,000;-23,129553;-45,740844
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;131,001;-23,129553;-45,740844;132,000;-23,133880;-45,749412
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;132,001;-23,133880;-45,749412;133,000;-23,138211;-45,758001
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;133,001;-23,138211;-45,758001;134,000;-23,142529;-45,766564
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;134,001;-23,142529;-45,766564;135,000;-23,146825;-45,775096
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;135,001;-23,146825;-45,775096;136,000;-23,151156;-45,783685
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;136,001;-23,151156;-45,783685;137,000;-23,155497;-45,792292
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;137,001;-23,155497;-45,792292;138,000;-23,159816;-45,800877
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;138,001;-23,159816;-45,800877;139,000;-23,164112;-45,809421
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;139,001;-23,164112;-45,809421;140,000;-23,168430;-45,818019
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;140,001;-23,168430;-45,818019;141,000;-23,172753;-45,826648
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;141,001;-23,172753;-45,826648;142,000;-23,177010;-45,835150
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;142,001;-23,177010;-45,835150;143,000;-23,181311;-45,843736
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;143,001;-23,181311;-45,843736;144,000;-23,185603;-45,852316
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;144,001;-23,185603;-45,852316;145,000;-23,189891;-45,860910
