concessionaria;ano_do_pnv_snv;rodovia_uf;tipo_pista;sentido;tipo_tracado;km_m_inicial;latitude_inicial;longitude_inicial;km_m_final;latitude_final;longitude_final
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;530,134;-20,162409;-44,349536;530,204;-20,162678;-44,350160
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;530,205;-20,162678;-44,350160;530,352;-20,163017;-44,351516
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;530,353;-20,163017;-44,351516;530,682;-20,163283;-44,354663
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;530,683;-20,163283;-44,354663;530,846;-20,163111;-44,356212
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;530,847;-20,163111;-44,356212;530,921;-20,162896;-44,356890
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;530,922;-20,162896;-44,356890;531,109;-20,162987;-44,358560
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;531,110;-20,162987;-44,358560;531,299;-20,163717;-44,360207
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;531,300;-20,163717;-44,360207;531,430;-20,164137;-44,361374
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;531,431;-20,164137;-44,361374;531,503;-20,164327;-44,362050
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;531,504;-20,164327;-44,362050;531,842;-20,164427;-44,365245
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;531,843;-20,164427;-44,365245;531,910;-20,164291;-44,365881
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;531,911;-20,164291;-44,365881;532,091;-20,164685;-44,367402
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;532,092;-20,164685;-44,367402;532,314;-20,166071;-44,368949
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;532,315;-20,166071;-44,368949;532,491;-20,167345;-44,369956
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;532,492;-20,167345;-44,369956;532,551;-20,167825;-44,370214
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;532,552;-20,167825;-44,370214;532,646;-20,168531;-44,370735
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;532,647;-20,168531;-44,370735;532,707;-20,168931;-44,371127
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;532,739;-20,169138;-44,371330;533,348;-20,173106;-44,375242
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;533,349;-20,173106;-44,375242;533,500;-20,174339;-44,375770
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;533,501;-20,174339;-44,375770;533,600;-20,175242;-44,375789
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;533,601;-20,175242;-44,375789;533,749;-20,176504;-44,376216
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;533,750;-20,176504;-44,376216;533,883;-20,177536;-44,376886
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;534,156;-20,179192;-44,377775;535,853;-20,193811;-44,384095
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;536,042;-20,195294;-44,384801;536,133;-20,196042;-44,385191
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;536,134;-20,196042;-44,385191;536,270;-20,197180;-44,385697
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;536,271;-20,197180;-44,385697;536,476;-20,198936;-44,386348
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;536,570;-20,199726;-44,386664;537,324;-20,205967;-44,389349
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;537,325;-20,205967;-44,389349;537,434;-20,206870;-44,389795
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;537,435;-20,206870;-44,389795;537,475;-20,207202;-44,389980
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;537,476;-20,207202;-44,389980;537,544;-20,207765;-44,390258
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;537,545;-20,207765;-44,390258;537,829;-20,210149;-44,391287
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;537,830;-20,210149;-44,391287;537,910;-20,210839;-44,391542
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;537,911;-20,210839;-44,391542;537,943;-20,211124;-44,391631
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;537,944;-20,211124;-44,391631;538,028;-20,211785;-44,391875
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;538,029;-20,211785;-44,391875;538,837;-20,218558;-44,394783
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;538,838;-20,218558;-44,394783;539,011;-20,220000;-44,395107
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;539,012;-20,220000;-44,395107;539,597;-20,225297;-44,395295
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;539,598;-20,225297;-44,395295;539,799;-20,227055;-44,395749
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;539,800;-20,227055;-44,395749;540,220;-20,230443;-44,397461
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;540,221;-20,230443;-44,397461;540,498;-20,232069;-44,399376
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;540,499;-20,232069;-44,399376;540,645;-20,232512;-44,400704
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;540,646;-20,232512;-44,400704;540,855;-20,233370;-44,402491
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;540,856;-20,233370;-44,402491;540,951;-20,233861;-44,403247
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;541,065;-20,234581;-44,404487;541,227;-20,235290;-44,405860
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;541,259;-20,235421;-44,406114;541,318;-20,235684;-44,406621
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;541,319;-20,235684;-44,406621;541,470;-20,236550;-44,407734
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;541,471;-20,236550;-44,407734;541,548;-20,237096;-44,408214
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;541,549;-20,237096;-44,408214;541,735;-20,237653;-44,409802
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;541,736;-20,237653;-44,409802;541,803;-20,237552;-44,410440
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;541,804;-20,237552;-44,410440;542,067;-20,238606;-44,411965
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;542,068;-20,238606;-44,411965;542,378;-20,241394;-44,412383
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;542,379;-20,241394;-44,412383;542,608;-20,243463;-44,412378
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;542,609;-20,243463;-44,412378;542,737;-20,244614;-44,412200
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;542,738;-20,244614;-44,412200;542,852;-20,245644;-44,412098
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;542,853;-20,245644;-44,412098;542,955;-20,246576;-44,412059
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;542,956;-20,246576;-44,412059;543,211;-20,248547;-44,411706
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;543,212;-20,248547;-44,411706;543,261;-20,248984;-44,411565
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;543,262;-20,248984;-44,411565;544,047;-20,254866;-44,414355
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;544,048;-20,254866;-44,414355;544,360;-20,256055;-44,417075
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;544,361;-20,256055;-44,417075;544,888;-20,259459;-44,420401
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;544,889;-20,259459;-44,420401;545,464;-20,264269;-44,422279
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;545,555;-20,265020;-44,422597;545,596;-20,265366;-44,422754
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;545,724;-20,266436;-44,423194;545,899;-20,267944;-44,423749
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;545,917;-20,268091;-44,423802;545,971;-20,268555;-44,423969
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;545,972;-20,268555;-44,423969;546,019;-20,268959;-44,424129
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;546,020;-20,268959;-44,424129;546,057;-20,269576;-44,424399
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;546,090;-20,269841;-44,424511;546,129;-20,270177;-44,424648
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;546,177;-20,271279;-44,425053;546,229;-20,271736;-44,425202
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;546,358;-20,272837;-44,425595;546,760;-20,276254;-44,426925
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;547,120;-20,278098;-44,427545;547,437;-20,280873;-44,428332
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;547,438;-20,280873;-44,428332;547,768;-20,283173;-44,430178
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;547,769;-20,283173;-44,430178;548,195;-20,285057;-44,433811
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;548,196;-20,285057;-44,433811;548,519;-20,287314;-44,435593
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;548,520;-20,287314;-44,435593;549,239;-20,293574;-44,437021
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;549,240;-20,293574;-44,437021;549,668;-20,296877;-44,439013
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;549,669;-20,296877;-44,439013;549,823;-20,297832;-44,440105
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;549,824;-20,297832;-44,440105;550,002;-20,299127;-44,440970
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;550,003;-20,299127;-44,440970;550,074;-20,299747;-44,441176
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;550,075;-20,299747;-44,441176;550,244;-20,300970;-44,442104
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;550,245;-20,300970;-44,442104;550,550;-20,302601;-44,444478
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;550,551;-20,302601;-44,444478;550,983;-20,305513;-44,447177
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;550,984;-20,305513;-44,447177;552,864;-20,320343;-44,455690
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;552,865;-20,320343;-44,455690;553,908;-20,329002;-44,454388
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;553,909;-20,329002;-44,454388;555,008;-20,335474;-44,447016
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;555,009;-20,335474;-44,447016;555,276;-20,336841;-44,444913
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;555,277;-20,336841;-44,444913;555,460;-20,337574;-44,443332
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;555,461;-20,337574;-44,443332;555,749;-20,339480;-44,441578
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;555,750;-20,339480;-44,441578;555,837;-20,340232;-44,441317
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;555,838;-20,340232;-44,441317;556,108;-20,342717;-44,440973
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;556,109;-20,342717;-44,440973;556,258;-20,344070;-44,441054
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;556,259;-20,344070;-44,441054;556,527;-20,346298;-44,441945
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;556,528;-20,346298;-44,441945;556,931;-20,349170;-44,444334
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;556,932;-20,349170;-44,444334;557,299;-20,351242;-44,446945
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;557,300;-20,351242;-44,446945;558,190;-20,355051;-44,454458
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;558,387;-20,355773;-44,456168;559,162;-20,358147;-44,463088
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;559,163;-20,358147;-44,463088;559,327;-20,358895;-44,464442
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;559,328;-20,358895;-44,464442;559,372;-20,359164;-44,464773
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;559,373;-20,359164;-44,464773;559,458;-20,359621;-44,465430
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;559,459;-20,359621;-44,465430;559,472;-20,359690;-44,465547
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;559,473;-20,359690;-44,465547;559,673;-20,361044;-44,466724
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;559,674;-20,361044;-44,466724;559,728;-20,361533;-44,466819
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;559,729;-20,361533;-44,466819;559,842;-20,362460;-44,467253
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;559,843;-20,362460;-44,467253;559,984;-20,363482;-44,468075
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;559,985;-20,363482;-44,468075;560,465;-20,367448;-44,469423
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;560,466;-20,367448;-44,469423;560,552;-20,368239;-44,469399
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;560,553;-20,368239;-44,469399;560,659;-20,369203;-44,469325
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;560,660;-20,369203;-44,469325;560,766;-20,370166;-44,469205
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;560,767;-20,370166;-44,469205;561,288;-20,374017;-44,471483
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;561,289;-20,374017;-44,471483;561,392;-20,374413;-44,472386
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;561,393;-20,374413;-44,472386;561,612;-20,375584;-44,474078
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;561,613;-20,375584;-44,474078;562,682;-20,382499;-44,480791
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;562,683;-20,382499;-44,480791;562,823;-20,383340;-44,481801
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;562,824;-20,383340;-44,481801;563,134;-20,384850;-44,484055
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;563,135;-20,384850;-44,484055;563,422;-20,385570;-44,486648
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;563,423;-20,385570;-44,486648;563,558;-20,385515;-44,487954
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;563,559;-20,385515;-44,487954;563,948;-20,387118;-44,490935
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;563,949;-20,387118;-44,490935;564,280;-20,389906;-44,492192
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;564,281;-20,389906;-44,492192;564,555;-20,391729;-44,493902
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;564,556;-20,391729;-44,493902;564,973;-20,393616;-44,497365
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;564,974;-20,393616;-44,497365;565,166;-20,394236;-44,499047
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;565,167;-20,394236;-44,499047;565,363;-20,394625;-44,500887
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;565,364;-20,394625;-44,500887;565,974;-20,397912;-44,505319
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;565,975;-20,397912;-44,505319;566,374;-20,401061;-44,506969
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;566,375;-20,401061;-44,506969;566,675;-20,402398;-44,509260
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;566,676;-20,402398;-44,509260;567,059;-20,402386;-44,512939
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;567,060;-20,402386;-44,512939;567,322;-20,403040;-44,515315
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;567,323;-20,403040;-44,515315;567,947;-20,406094;-44,520345
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;567,948;-20,406094;-44,520345;568,175;-20,406783;-44,522279
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;568,176;-20,406783;-44,522279;568,279;-20,406925;-44,523273
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;568,280;-20,406925;-44,523273;568,551;-20,408280;-44,525309
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;568,552;-20,408280;-44,525309;569,358;-20,414550;-44,528863
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;569,384;-20,414743;-44,528971;569,896;-20,418859;-44,531234
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;569,897;-20,418859;-44,531234;570,060;-20,419993;-44,532307
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;570,061;-20,419993;-44,532307;570,064;-20,420012;-44,532337
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;570,065;-20,420012;-44,532337;570,185;-20,420518;-44,533364
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;570,186;-20,420518;-44,533364;570,443;-20,421364;-44,535662
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;570,751;-20,422636;-44,538274;571,955;-20,428583;-44,547871
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;571,956;-20,428583;-44,547871;572,132;-20,429554;-44,549111
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;572,133;-20,429554;-44,549111;572,238;-20,430253;-44,549797
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;572,239;-20,430253;-44,549797;572,407;-20,431257;-44,551021
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;572,408;-20,431257;-44,551021;572,891;-20,433751;-44,554824
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;573,053;-20,434519;-44,555933;573,172;-20,435185;-44,556843
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;573,323;-20,435989;-44,558003;573,783;-20,438366;-44,561629
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;573,784;-20,438366;-44,561629;574,332;-20,442365;-44,564361
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;574,333;-20,442365;-44,564361;574,591;-20,444658;-44,564881
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;574,592;-20,444658;-44,564881;574,979;-20,447740;-44,566545
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;574,980;-20,447740;-44,566545;575,138;-20,448826;-44,567578
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;575,139;-20,448826;-44,567578;575,375;-20,450710;-44,568577
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;575,376;-20,450710;-44,568577;575,870;-20,455094;-44,569505
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;575,871;-20,455094;-44,569505;576,270;-20,458242;-44,571092
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;576,271;-20,458242;-44,571092;577,037;-20,463548;-44,575744
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;577,038;-20,463548;-44,575744;577,279;-20,465010;-44,577449
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;577,280;-20,465010;-44,577449;577,720;-20,467248;-44,580947
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;577,721;-20,467248;-44,580947;578,187;-20,470435;-44,583638
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;578,188;-20,470435;-44,583638;578,196;-20,470514;-44,583668
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;578,197;-20,470514;-44,583668;578,319;-20,471589;-44,583942
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;578,320;-20,471589;-44,583942;578,325;-20,471645;-44,583950
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;578,373;-20,472066;-44,584004;578,802;-20,475933;-44,584443
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;578,803;-20,475933;-44,584443;579,158;-20,478665;-44,586053
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;579,159;-20,478665;-44,586053;579,316;-20,479545;-44,587248
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;579,317;-20,479545;-44,587248;579,602;-20,481448;-44,589085
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;579,603;-20,481448;-44,589085;579,962;-20,484182;-44,590942
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;579,963;-20,484182;-44,590942;580,381;-20,486632;-44,593740
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;580,382;-20,486632;-44,593740;581,180;-20,490003;-44,600346
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;581,181;-20,490003;-44,600346;581,673;-20,493021;-44,603738
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;581,674;-20,493021;-44,603738;581,783;-20,493865;-44,604291
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;581,784;-20,493865;-44,604291;581,956;-20,495111;-44,605281
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;581,957;-20,495111;-44,605281;582,282;-20,497221;-44,607291
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;582,283;-20,497221;-44,607291;582,661;-20,500354;-44,608481
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;582,662;-20,500354;-44,608481;582,782;-20,501445;-44,608430
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;582,783;-20,501445;-44,608430;583,233;-20,505369;-44,609577
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Tangente;583,234;-20,505369;-44,609577;583,645;-20,508484;-44,611751
AUTOPISTA FERNÃO DIAS;2007;BR-381/MG;Principal;Crescente;Curva;583,646;-20,508484;-44,611751;583,873;-20,510450;-44,612162
